"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"1443","YABUCOA ","PR ",6,5,"HMO ",7197,1479,0.205502292621926
"1444","YAUCO ","PR ",6,6,"HMO ",7027,2341,0.333143589013804
"1445","NEWPORT ","RI ",3,2,"PPO ",14897,2647,0.177686782573673
"1446","PROVIDENCE ","RI ",5,2,"HMO ",103171,35692,0.345949927789786
"1447","ABBEVILLE ","SC ",1,1,"PFFS ",4062,291,0.0716395864106352
"1448","AIKEN ","SC ",2,0,"PFFS ",24919,128,0.00513664272242064
"1449","ALLENDALE ","SC ",0,0,"PFFS ",1686,0,0
"1450","BAMBERG ","SC ",0,0,"HCPP ",2746,0,0
"1451","BARNWELL ","SC ",0,0,"HCPP ",3827,0,0
"1452","BERKELEY ","SC ",3,0,"PFFS ",15271,60,0.00392901578154672
"1453","CHARLESTON ","SC ",3,0,"PFFS ",49249,86,0.00174622834981421
"1454","CHESTERFIELD ","SC ",5,0,"HMO ",7059,112,0.0158662700099164
"1455","CLARENDON ","SC ",1,0,"PFFS ",5954,16,0.00268726906281491
"1456","COLLETON ","SC ",1,0,"PFFS ",6691,12,0.00179345389328949
"1457","DARLINGTON ","SC ",1,0,"PFFS ",10795,15,0.00138953219082909
"1458","DILLON ","SC ",0,0,"HMO ",5068,0,0
"1459","EDGEFIELD ","SC ",1,1,"PFFS ",2777,16,0.00576161325171048
"1460","FLORENCE ","SC ",2,1,"PFFS ",22071,40,0.00181233292555843
"1461","GEORGETOWN ","SC ",1,0,"PFFS ",15208,18,0.00118358758548133
"1462","GREENVILLE ","SC ",2,1,"PFFS ",62932,3110,0.0494184198817772
"1463","HAMPTON ","SC ",0,0,"HCPP ",4165,0,0
"1464","HORRY ","SC ",4,0,"HCPP ",40607,194,0.00477750141601202
"1465","KERSHAW ","SC ",1,0,"PFFS ",9748,25,0.00256462864177267
"1466","LEXINGTON ","SC ",3,1,"HCPP ",31241,1440,0.0460932748631606
"1467","MARLBORO ","SC ",0,0,"PFFS ",5081,0,0
"1468","MCCORMICK ","SC ",1,1,"PFFS ",2383,54,0.0226605119597146
"1469","NEWBERRY ","SC ",1,1,"PFFS ",6956,357,0.0513225991949396
"1470","ORANGEBURG ","SC ",1,0,"PFFS ",16279,68,0.0041771607592604
"1471","SALUDA ","SC ",2,2,"PFFS ",2612,162,0.0620214395099541
"1472","SPARTANBURG ","SC ",2,1,"PFFS ",45975,2538,0.0552039151712887
"1473","WILLIAMSBURG ","SC ",0,0,"HCPP ",6100,0,0
"1474","AURORA ","SD ",0,0,"PFFS ",593,0,0
"1475","BEADLE ","SD ",1,0,"PFFS ",3653,15,0.00410621407062688
"1476","BON HOMME ","SD ",0,0,"PFFS ",1502,0,0
"1477","BROOKINGS ","SD ",0,0,"PFFS ",3427,0,0
"1478","CODINGTON ","SD ",1,1,"PFFS ",4570,37,0.00809628008752735
"1479","DAVISON ","SD ",0,0,"HMO ",3629,0,0
"1480","DAY ","SD ",0,0,"HMO ",1437,0,0
"1481","EDMUNDS ","SD ",0,0,"PFFS ",944,0,0
"1482","FALL RIVER ","SD ",0,0,"PFFS ",2079,0,0
"1483","FAULK ","SD ",0,0,"PFFS ",647,0,0
"1484","GREGORY ","SD ",0,0,"HMO ",1228,0,0
"1485","HAMLIN ","SD ",1,1,"PFFS ",1036,12,0.0115830115830116
"1486","HANSON ","SD ",0,0,"HMO ",844,0,0
"1487","HUTCHINSON ","SD ",0,0,"PFFS ",1926,0,0
"1488","JERAULD ","SD ",0,0,"PFFS ",576,0,0
"1489","KINGSBURY ","SD ",0,0,"PFFS ",1497,0,0
"1490","LYMAN ","SD ",0,0,"PFFS ",578,0,0
"1491","MCCOOK ","SD ",0,0,"PFFS ",1116,0,0
"1492","MINER ","SD ",0,0,"PFFS ",635,0,0
"1493","MINNEHAHA ","SD ",4,1,"HMO ",23421,377,0.0160966653857649
"1494","MOODY ","SD ",0,0,"PFFS ",924,0,0
"1495","ROBERTS ","SD ",1,1,"PFFS ",1766,18,0.0101925254813137
"1496","SANBORN ","SD ",0,0,"PPO ",581,0,0
"1497","SPINK ","SD ",0,0,"COST ",1705,0,0
"1498","SULLY ","SD ",0,0,"PFFS ",243,0,0
"1499","TRIPP ","SD ",0,0,"PFFS ",1310,0,0
"1500","WALWORTH ","SD ",1,1,"HMO ",866,279,0.322170900692841
"1501","YANKTON ","SD ",1,0,"PFFS ",3777,12,0.00317712470214456
"1502","BLEDSOE ","TN ",1,1,"PFFS ",1771,49,0.0276679841897233
"1503","CANNON ","TN ",1,1,"HMO ",2333,294,0.126018002571796
"1504","CHEATHAM ","TN ",3,1,"PFFS ",4428,962,0.217253839205059
"1505","COCKE ","TN ",3,2,"PFFS ",7111,736,0.103501617212769
"1506","CROCKETT ","TN ",0,0,"HCPP ",2827,0,0
"1507","DICKSON ","TN ",3,1,"DEMP ",7242,1094,0.151063242198288
"1508","DYER ","TN ",1,0,"PFFS ",6894,19,0.0027560197272991
"1509","FENTRESS ","TN ",0,0,"HCPP ",3857,0,0
"1510","GILES ","TN ",3,0,"PFFS ",5457,41,0.00751328568810702
"1511","GRAINGER ","TN ",4,4,"HCPP ",4505,664,0.147391786903441
"1512","HAMBLEN ","TN ",5,2,"HCPP ",10657,1045,0.098057614713334
"1513","HARDEMAN ","TN ",3,0,"HCPP ",4947,39,0.007883565797453
"1514","HAWKINS ","TN ",4,3,"HCPP ",10644,2384,0.223975948891394
"1515","LOUDON ","TN ",3,3,"PFFS ",10465,1456,0.139130434782609
"1516","MAURY ","TN ",3,1,"DEMP ",11961,413,0.0345288855446869
"1517","MCMINN ","TN ",2,2,"PFFS ",9592,517,0.0538990825688073
"1518","MCNAIRY ","TN ",1,0,"PFFS ",6085,12,0.00197206244864421
"1519","OBION ","TN ",1,1,"HCPP ",6708,62,0.00924269528920692
"1520","OVERTON ","TN ",1,0,"PFFS ",4110,11,0.00267639902676399
"1521","PICKETT ","TN ",0,0,"HCPP ",949,0,0
"1522","RHEA ","TN ",2,2,"PFFS ",5846,130,0.0222374273007184
"1523","ROANE ","TN ",5,3,"HCPP ",11717,1538,0.131262268498762
"1524","ROBERTSON ","TN ",3,2,"DEMP ",8537,1705,0.199718870797704
"1525","SEQUATCHIE ","TN ",1,1,"PFFS ",1968,53,0.0269308943089431
"1526","TIPTON ","TN ",1,1,"HMO ",7322,197,0.0269052171537831
"1527","TROUSDALE ","TN ",1,1,"HMO ",1190,180,0.151260504201681
"1528","UNICOI ","TN ",4,3,"PFFS ",4372,328,0.0750228728270814
"1529","WEAKLEY ","TN ",1,0,"HCPP ",5758,19,0.00329975686002084
"1530","ANDREWS ","TX ",0,0,"DEMC ",1917,0,0
"1531","ANGELINA ","TX ",3,2,"HMO ",13904,401,0.0288406214039125
"1532","ARANSAS ","TX ",1,1,"HMO ",4880,493,0.101024590163934
"1533","ARCHER ","TX ",0,0,"HCPP ",1131,0,0
"1534","ATASCOSA ","TX ",3,3,"HMO ",5207,713,0.136931054349914
"1535","AUSTIN ","TX ",2,2,"HCPP ",4561,65,0.0142512606884455
"1536","BAILEY ","TX ",0,0,"HCPP ",1115,0,0
"1537","BANDERA ","TX ",1,1,"HMO ",3402,24,0.00705467372134039
"1538","BASTROP ","TX ",4,2,"DEMC ",8448,228,0.0269886363636364
"1539","BAYLOR ","TX ",0,0,"HMO ",1028,0,0
"1540","BEE ","TX ",2,2,"DEMC ",3810,75,0.0196850393700787
"1541","BEXAR ","TX ",12,2,"HMO ",188073,48826,0.259611959186061
"1542","BLANCO ","TX ",0,0,"HMO ",2713,0,0
"1543","BOSQUE ","TX ",2,2,"HCPP ",3913,775,0.198057756197291
"1544","BOWIE ","TX ",1,0,"HCPP ",14576,13,0.000891877058177827
"1545","BRAZORIA ","TX ",5,3,"HMO ",29481,1356,0.0459957260608528
"1546","BRAZOS ","TX ",2,1,"HMO ",13458,688,0.0511220092138505
"1547","BREWSTER ","TX ",0,0,"HMO ",1477,0,0
"1548","BRISCOE ","TX ",0,0,"HCPP ",391,0,0
"1549","BURLESON ","TX ",2,2,"HCPP ",3158,365,0.115579480683977
"1550","BURNET ","TX ",1,1,"COST ",7531,555,0.0736953923781702
"1551","CALLAHAN ","TX ",1,1,"PFFS ",2599,37,0.0142362447095037
"1552","CAMP ","TX ",0,0,"HCPP ",2547,0,0
"1553","CARSON ","TX ",0,0,"DEMC ",1114,0,0
"1554","CHILDRESS ","TX ",0,0,"HMO ",1203,0,0
"1555","COCHRAN ","TX ",0,0,"HCPP ",572,0,0
"1556","COKE ","TX ",0,0,"HCPP ",803,0,0
"1557","COLEMAN ","TX ",2,2,"HCPP ",2253,47,0.020861074123391
"1558","COLLIN ","TX ",7,1,"HMO ",41414,3034,0.0732602501569518
"1559","COLORADO ","TX ",1,0,"PFFS ",3976,17,0.00427565392354125
"1560","COMAL ","TX ",4,2,"HMO ",15823,1905,0.120394362636668
"1561","CONCHO ","TX ",0,0,"PFFS ",546,0,0
"1562","COOKE ","TX ",2,1,"HCPP ",5899,85,0.0144092219020173
"1563","CORYELL ","TX ",1,1,"COST ",5780,1247,0.215743944636678
"1564","CROSBY ","TX ",0,0,"HMO ",1115,0,0
"1565","CULBERSON ","TX ",0,0,"HMO ",381,0,0
"1566","DALLAM ","TX ",0,0,"HMO ",1311,0,0
"1567","DE WITT ","TX ",0,0,"PSO ",3446,0,0
"1568","DEAF SMITH ","TX ",0,0,"HMO ",2498,0,0
"1569","DENTON ","TX ",8,2,"HMO ",31683,2544,0.0802954265694537
"1570","DIMMIT ","TX ",0,0,"PFFS ",1482,0,0
"1571","DONLEY ","TX ",0,0,"HMO ",912,0,0
"1572","EASTLAND ","TX ",1,1,"PFFS ",4185,30,0.00716845878136201
"1573","ECTOR ","TX ",2,0,"DEMC ",16974,66,0.00388829975256274
"1574","ERATH ","TX ",2,0,"HCPP ",5180,34,0.00656370656370656
"1575","FALLS ","TX ",1,1,"COST ",2906,491,0.168960770818995
"1576","FISHER ","TX ",0,0,"HMO ",919,0,0
"1577","FOARD ","TX ",0,0,"HCPP ",377,0,0
"1578","FORT BEND ","TX ",7,2,"HMO ",27163,3085,0.113573611162243
"1579","FREESTONE ","TX ",0,0,"PSO ",3074,0,0
"1580","FRIO ","TX ",1,1,"PFFS ",2058,35,0.0170068027210884
"1581","GAINES ","TX ",0,0,"HMO ",1682,0,0
"1582","GALVESTON ","TX ",6,3,"HMO ",36318,1540,0.0424032160361253
"1583","GARZA ","TX ",0,0,"HMO ",824,0,0
"1584","GILLESPIE ","TX ",0,0,"HMO ",5676,0,0
"1585","GOLIAD ","TX ",0,0,"HMO ",1195,0,0
"1586","GONZALES ","TX ",0,0,"HMO ",3448,0,0
"1587","GREGG ","TX ",2,0,"HCPP ",21663,75,0.00346212435950699
"1588","GRIMES ","TX ",1,1,"COST ",3606,175,0.0485302273987798
"1589","HARTLEY ","TX ",0,0,"HCPP ",149,0,0
"1590","HAYS ","TX ",3,1,"DEMC ",11583,161,0.0138996805663472
"1591","HEMPHILL ","TX ",0,0,"DEMC ",496,0,0
"1592","HOCKLEY ","TX ",0,0,"PFFS ",3228,0,0
"1593","HOOD ","TX ",4,1,"HCPP ",10069,242,0.0240341642665607
"1594","HUDSPETH ","TX ",0,0,"HMO ",422,0,0
"1595","HUNT ","TX ",1,0,"HMO ",12344,24,0.00194426441996111
"1596","IRION ","TX ",0,0,"HCPP ",272,0,0
"1597","JACK ","TX ",0,0,"HCPP ",1395,0,0
"1598","JIM HOGG ","TX ",0,0,"HMO ",864,0,0
"1599","JIM WELLS ","TX ",2,1,"HMO ",6509,101,0.0155169764940851
"1600","KARNES ","TX ",0,0,"HMO ",2599,0,0
"1601","KAUFMAN ","TX ",3,2,"DEMC ",15489,660,0.042610885144296
"1602","KERR ","TX ",0,0,"HMO ",12549,0,0
"1603","KIMBLE ","TX ",0,0,"HMO ",918,0,0
"1604","KINNEY ","TX ",0,0,"DEMC ",786,0,0
"1605","KLEBERG ","TX ",1,1,"DEMC ",3913,52,0.0132890365448505
"1606","LAMB ","TX ",0,0,"HMO ",2654,0,0
"1607","LAMPASAS ","TX ",1,1,"COST ",3476,604,0.173762945914845
"1608","LAVACA ","TX ",0,0,"HMO ",5082,0,0
"1609","LIVE OAK ","TX ",1,1,"PFFS ",1442,25,0.0173370319001387
"1610","LLANO ","TX ",1,1,"COST ",4956,369,0.074455205811138
"1611","LUBBOCK ","TX ",3,0,"DEMC ",33070,196,0.00592682189295434
"1612","LYNN ","TX ",1,1,"PFFS ",1058,21,0.0198487712665406
"1613","MATAGORDA ","TX ",2,2,"DEMC ",5687,91,0.016001406717074
"1614","MAVERICK ","TX ",0,0,"HMO ",6962,0,0
"1615","MCCULLOCH ","TX ",0,0,"HMO ",1808,0,0
"1616","MCLENNAN ","TX ",4,2,"PFFS ",32981,3412,0.103453503532337
"1617","MCMULLEN ","TX ",0,0,"HMO ",154,0,0
"1618","MILAM ","TX ",1,1,"COST ",4720,1588,0.336440677966102
"1619","MONTAGUE ","TX ",0,0,"HMO ",4530,0,0
"1620","NACOGDOCHES ","TX ",2,0,"HMO ",8811,62,0.00703665872205198
"1621","NAVARRO ","TX ",1,0,"HMO ",8036,11,0.00136884021901444
"1622","NOLAN ","TX ",3,2,"HCPP ",3018,57,0.0188866799204771
"1623","NUECES ","TX ",7,4,"HMO ",43336,8220,0.189680635037844
"1624","OCHILTREE ","TX ",0,0,"HMO ",1153,0,0
"1625","PALO PINTO ","TX ",0,0,"HMO ",4653,0,0
"1626","PARKER ","TX ",3,1,"HCPP ",11908,179,0.0150319113201209
"1627","PARMER ","TX ",0,0,"HCPP ",1325,0,0
"1628","PECOS ","TX ",0,0,"HCPP ",1967,0,0
"1629","PRESIDIO ","TX ",0,0,"PACE ",1541,0,0
"1630","RAINS ","TX ",1,1,"PFFS ",1884,18,0.00955414012738853
"1631","RANDALL ","TX ",2,2,"PACE ",4920,239,0.0485772357723577
"1632","REAGAN ","TX ",0,0,"HMO ",400,0,0
"1633","REAL ","TX ",0,0,"HMO ",868,0,0
"1634","REEVES ","TX ",0,0,"HCPP ",1931,0,0
"1635","REFUGIO ","TX ",0,0,"HMO ",1561,0,0
"1636","ROCKWALL ","TX ",2,2,"HMO ",5783,269,0.0465156493169635
"1637","RUNNELS ","TX ",1,1,"PFFS ",2433,29,0.0119194410193177
"1638","RUSK ","TX ",4,3,"PFFS ",6982,488,0.0698940131767402
"1639","SAN AUGUSTINE ","TX ",1,1,"PFFS ",2033,18,0.0088539104771274
"1640","SAN JACINTO ","TX ",1,1,"HMO ",3337,272,0.0815103386275097
"1641","SAN PATRICIO ","TX ",4,3,"HMO ",10233,1991,0.19456659826053
"1642","SAN SABA ","TX ",1,1,"COST ",1144,86,0.0751748251748252
"1643","SCHLEICHER ","TX ",0,0,"PFFS ",469,0,0
"1644","SCURRY ","TX ",1,1,"PFFS ",2705,42,0.0155268022181146
"1645","SHACKELFORD ","TX ",0,0,"PFFS ",611,0,0
"1646","SOMERVELL ","TX ",2,2,"HCPP ",1080,37,0.0342592592592593
"1647","STARR ","TX ",0,0,"HMO ",7350,0,0
"1648","SUTTON ","TX ",1,1,"PFFS ",570,13,0.0228070175438597
"1649","SWISHER ","TX ",0,0,"PSO ",1538,0,0
"1650","TARRANT ","TX ",10,1,"HMO ",157962,32515,0.20584064521847
"1651","TERRY ","TX ",0,0,"HMO ",2093,0,0
"1652","THROCKMORTON ","TX ",0,0,"HMO ",398,0,0
"1653","TITUS ","TX ",0,0,"HMO ",4050,0,0
"1654","TOM GREEN ","TX ",2,1,"HCPP ",17052,235,0.013781374618813
"1655","TRAVIS ","TX ",10,4,"HMO ",73866,2369,0.0320715890937644
"1656","TYLER ","TX ",4,4,"HMO ",4114,167,0.0405930967428294
"1657","UPSHUR ","TX ",2,2,"PFFS ",6815,199,0.0292002934702861
"1658","UPTON ","TX ",0,0,"HCPP ",568,0,0
"1659","UVALDE ","TX ",0,0,"HCPP ",4124,0,0
"1660","VAL VERDE ","TX ",0,0,"HCPP ",5636,0,0
"1661","VAN ZANDT ","TX ",1,0,"HMO ",9376,11,0.00117320819112628
"1662","VICTORIA ","TX ",1,0,"PFFS ",13045,12,0.000919892679187428
"1663","WALLER ","TX ",3,2,"PSO ",3549,177,0.0498732037193576
"1664","WEBB ","TX ",3,0,"HMO ",20686,42,0.00203035869670308
"1665","WHARTON ","TX ",1,1,"PFFS ",6561,44,0.00670629477213839
"1666","WILBARGER ","TX ",0,0,"HMO ",2642,0,0
"1667","WILLACY ","TX ",0,0,"PFFS ",2868,0,0
"1668","WINKLER ","TX ",0,0,"HMO ",1086,0,0
"1669","WISE ","TX ",4,3,"HMO ",6550,1834,0.28
"1670","YOUNG ","TX ",0,0,"HCPP ",3984,0,0
"1671","ZAPATA ","TX ",0,0,"HMO ",1451,0,0
"1672","ZAVALA ","TX ",0,0,"HMO ",1693,0,0
"1673","BOX ELDER ","UT ",5,2,"PFFS ",5593,285,0.0509565528338995
"1674","CACHE ","UT ",4,3,"PFFS ",8292,453,0.0546309696092619
"1675","DAGGETT ","UT ",0,0,"PFFS ",176,0,0
"1676","DUCHESNE ","UT ",2,2,"PFFS ",2156,50,0.023191094619666
"1677","EMERY ","UT ",2,2,"HCPP ",1471,59,0.0401087695445275
"1678","JUAB ","UT ",2,2,"PFFS ",1058,48,0.0453686200378072
"1679","MILLARD ","UT ",3,3,"PFFS ",1686,49,0.0290628706998814
"1680","PIUTE ","UT ",1,1,"PFFS ",332,12,0.036144578313253
"1681","RICH ","UT ",1,1,"PFFS ",314,15,0.0477707006369427
"1682","SALT LAKE ","UT ",11,6,"HCPP ",91874,7650,0.0832662124213597
"1683","SANPETE ","UT ",2,2,"PFFS ",3085,99,0.0320907617504052
"1684","TOOELE ","UT ",3,1,"PFFS ",4070,98,0.0240786240786241
"1685","UINTAH ","UT ",1,1,"PFFS ",3118,79,0.0253367543296985
"1686","UTAH ","UT ",9,3,"HMO ",31866,2926,0.0918220046444486
"1687","WASATCH ","UT ",3,3,"PFFS ",1994,85,0.0426278836509529
"1688","WEBER ","UT ",8,6,"HMO ",24815,1724,0.0694741084021761
"1689","ACCOMACK ","VA ",0,0,"HCPP ",7169,0,0
"1690","ALBEMARLE ","VA ",1,0,"HCPP ",9303,20,0.00214984413630012
"1691","ALEXANDRIA CITY ","VA ",1,1,"COST ",18791,559,0.0297482837528604
"1692","AMELIA ","VA ",1,1,"PFFS ",2013,14,0.00695479384003974
"1693","AMHERST ","VA ",3,2,"PFFS ",5709,173,0.0303030303030303
"1694","APPOMATTOX ","VA ",1,1,"PFFS ",2459,32,0.0130134200894673
"1695","ARLINGTON ","VA ",1,1,"COST ",18036,844,0.0467952982923043
"1696","AUGUSTA ","VA ",0,0,"HCPP ",7682,0,0
"1697","BLAND ","VA ",1,1,"HCPP ",1468,29,0.0197547683923706
"1698","BOTETOURT ","VA ",3,1,"PFFS ",5158,79,0.0153160139588988
"1699","BUCKINGHAM ","VA ",0,0,"HCPP ",2169,0,0
"1700","BUENA VISTA CITY ","VA ",0,0,"HCPP ",1676,0,0
"1701","CHARLES CITY ","VA ",0,0,"HCPP ",1118,0,0
"1702","CHARLOTTESVILLE CITY ","VA ",1,0,"HCPP ",8748,11,0.00125743026977595
"1703","CHESAPEAKE CITY ","VA ",1,1,"PFFS ",24008,124,0.00516494501832722
"1704","COLONIAL HEIGHTS CIT ","VA ",0,0,"HCPP ",4189,0,0
"1705","COVINGTON CITY ","VA ",1,1,"HCPP ",3295,17,0.00515933232169954
"1706","CULPEPER ","VA ",0,0,"HCPP ",5859,0,0
"1707","DANVILLE CITY ","VA ",2,0,"PFFS ",13662,79,0.00578246230420143
"1708","DICKENSON ","VA ",2,2,"HCPP ",4174,449,0.107570675610925
"1709","DINWIDDIE ","VA ",1,1,"PFFS ",3417,32,0.00936494000585309
"1710","FAIRFAX ","VA ",6,1,"HCPP ",75781,5767,0.0761008696111162
"1711","FAIRFAX CITY ","VA ",1,1,"COST ",11566,164,0.0141794916133495
"1712","FALLS CHURCH CITY ","VA ",1,1,"COST ",2773,95,0.0342589253516048
"1713","FAUQUIER ","VA ",2,0,"HCPP ",7207,42,0.00582766754544193
"1714","FLUVANNA ","VA ",0,0,"HCPP ",3848,0,0
"1715","FRANKLIN CITY ","VA ",0,0,"PFFS ",2604,0,0
"1716","FREDERICKSBURG CITY ","VA ",0,0,"HMO ",9205,0,0
"1717","GALAX CITY ","VA ",0,0,"HCPP ",3678,0,0
"1718","GOOCHLAND ","VA ",0,0,"PFFS ",2400,0,0
"1719","GREENSVILLE ","VA ",1,1,"PFFS ",814,11,0.0135135135135135
"1720","HAMPTON CITY ","VA ",6,1,"PFFS ",20077,483,0.0240573790905016
"1721","HANOVER ","VA ",2,0,"PFFS ",15220,53,0.00348226018396846
"1722","HARRISONBURG CITY ","VA ",1,0,"PFFS ",4499,21,0.0046677039342076
"1723","HENRICO ","VA ",5,0,"HCPP ",32257,223,0.00691322813652851
"1724","HOPEWELL CITY ","VA ",0,0,"HCPP ",4389,0,0
"1725","ISLE OF WIGHT ","VA ",1,0,"PFFS ",4987,14,0.00280729897734109
"1726","JAMES CITY ","VA ",2,1,"PFFS ",3470,68,0.0195965417867435
"1727","KING AND QUEEN ","VA ",0,0,"HCPP ",1195,0,0
"1728","KING GEORGE ","VA ",0,0,"HCPP ",2180,0,0
"1729","KING WILLIAM ","VA ",0,0,"HCPP ",2201,0,0
"1730","LEXINGTON CITY ","VA ",0,0,"PFFS ",3015,0,0
"1731","LOUDOUN ","VA ",1,1,"COST ",14703,785,0.0533904645310481
"1732","LUNENBURG ","VA ",1,1,"PFFS ",2049,33,0.0161054172767204
"1733","LYNCHBURG CITY ","VA ",2,1,"PFFS ",15483,166,0.0107214364141316
"1734","MANASSAS CITY ","VA ",1,1,"COST ",8148,133,0.0163230240549828
"1735","MANASSAS PARK CITY ","VA ",1,0,"COST ",0,73,Inf
"1736","MARTINSVILLE CITY ","VA ",1,0,"PFFS ",6833,27,0.00395141226401288
"1737","MATHEWS ","VA ",1,1,"PFFS ",2274,12,0.00527704485488127
"1738","NEW KENT ","VA ",0,0,"HCPP ",2325,0,0
"1739","NEWPORT NEWS CITY ","VA ",6,1,"PFFS ",22905,480,0.0209561231172233
"1740","NORFOLK CITY ","VA ",2,1,"PFFS ",28531,203,0.00711506782096667
"1741","NORTON CITY ","VA ",2,2,"HCPP ",1425,131,0.0919298245614035
"1742","NOTTOWAY ","VA ",1,0,"PFFS ",3252,15,0.00461254612546125
"1743","PATRICK ","VA ",1,1,"PFFS ",4273,27,0.00631874561198221
"1744","PETERSBURG CITY ","VA ",1,0,"PFFS ",7880,28,0.00355329949238579
"1745","PITTSYLVANIA ","VA ",3,2,"PFFS ",9089,119,0.0130927494773903
"1746","POQUOSON CITY ","VA ",0,0,"PFFS ",853,0,0
"1747","PORTSMOUTH CITY ","VA ",2,1,"PFFS ",16323,136,0.0083318017521289
"1748","POWHATAN ","VA ",0,0,"HCPP ",3198,0,0
"1749","PRINCE EDWARD ","VA ",1,0,"PFFS ",3996,14,0.0035035035035035
"1750","PRINCE GEORGE ","VA ",0,0,"HCPP ",2756,0,0
"1751","PRINCE WILLIAM ","VA ",2,1,"HCPP ",17403,1483,0.0852151927828535
"1752","RADFORD ","VA ",0,0,"HCPP ",2439,0,0
"1753","RAPPAHANNOCK ","VA ",0,0,"COST ",1625,0,0
"1754","RICHMOND CITY ","VA ",4,1,"PFFS ",38393,301,0.00783997082801552
"1755","ROANOKE ","VA ",3,1,"HCPP ",7132,109,0.0152832305103758
"1756","ROANOKE CITY ","VA ",3,0,"HCPP ",25006,182,0.00727825321922739
"1757","ROCKBRIDGE ","VA ",2,2,"PFFS ",2566,72,0.0280592361652377
"1758","SHENANDOAH ","VA ",1,0,"PFFS ",7729,14,0.0018113598136887
"1759","SMYTH ","VA ",2,2,"HCPP ",7590,83,0.010935441370224
"1760","SOUTHAMPTON ","VA ",1,1,"PFFS ",2401,21,0.0087463556851312
"1761","SPOTSYLVANIA ","VA ",1,0,"COST ",6317,25,0.00395757479816369
"1762","STAUNTON CITY ","VA ",0,0,"HCPP ",7399,0,0
"1763","SUFFOLK CITY ","VA ",2,1,"PFFS ",7742,96,0.0123998966675278
"1764","VIRGINIA BEACH CITY ","VA ",3,0,"PFFS ",47219,203,0.00429911688091658
"1765","WAYNESBORO CITY ","VA ",0,0,"HCPP ",6131,0,0
"1766","WILLIAMSBURG CITY ","VA ",0,0,"PFFS ",6171,0,0
"1767","WINCHESTER CITY ","VA ",0,0,"HCPP ",6392,0,0
"1768","WYTHE ","VA ",2,1,"HCPP ",6687,52,0.00777628233886646
"1769","SAINT CROIX ","VI ",5,4,"HMO ",6688,405,0.0605562200956938
"1770","SAINT JOHN ","VI ",0,0,"HMO ",6824,0,0
"1771","ADDISON ","VT ",0,0,"HMO ",4885,0,0
"1772","BENNINGTON ","VT ",0,0,"PACE ",7449,0,0
"1773","CALEDONIA ","VT ",0,0,"PACE ",5295,0,0
"1774","CHITTENDEN ","VT ",0,0,"HMO ",18976,0,0
"1775","GRAND ISLE ","VT ",0,0,"HCPP ",1189,0,0
"1776","LAMOILLE ","VT ",0,0,"HMO ",3634,0,0
"1777","RUTLAND ","VT ",0,0,"HCPP ",12534,0,0
"1778","WINDSOR ","VT ",0,0,"HMO ",11024,0,0
"1779","ASOTIN ","WA ",1,1,"PFFS ",4543,117,0.0257539071098393
"1780","CHELAN ","WA ",2,1,"PFFS ",8984,223,0.0248219056099733
"1781","CLALLAM ","WA ",4,0,"HMO ",18144,210,0.0115740740740741
"1782","COWLITZ ","WA ",6,3,"HMO ",16820,5367,0.319084423305589
"1783","FERRY ","WA ",1,1,"PFFS ",1300,32,0.0246153846153846
"1784","GRAYS HARBOR ","WA ",4,2,"HMO ",13792,429,0.0311049883990719
"1785","ISLAND ","WA ",3,3,"HMO ",12108,2203,0.18194582094483
"1786","KING ","WA ",15,2,"HCPP ",216418,41880,0.193514402683695
"1787","KITSAP ","WA ",5,1,"HMO ",32848,3719,0.113218460789089
"1788","KITTITAS ","WA ",3,3,"HCPP ",4997,128,0.0256153692215329
"1789","KLICKITAT ","WA ",3,1,"HMO ",3714,53,0.0142703284868067
"1790","OKANOGAN ","WA ",1,1,"PFFS ",7507,153,0.0203809777540962
"1791","PACIFIC ","WA ",3,2,"PFFS ",5595,140,0.0250223413762288
"1792","PEND OREILLE ","WA ",1,1,"PFFS ",2510,46,0.0183266932270916
"1793","SKAGIT ","WA ",4,2,"HMO ",19279,3615,0.187509725608175
"1794","SKAMANIA ","WA ",3,3,"HMO ",1179,134,0.113655640373198
"1795","SNOHOMISH ","WA ",8,3,"HMO ",72152,17689,0.245162989244927
"1796","SPOKANE ","WA ",8,2,"HMO ",67309,2517,0.0373947020457888
"1797","WAHKIAKUM ","WA ",2,2,"PFFS ",932,167,0.179184549356223
"1798","WALLA WALLA ","WA ",2,2,"HCPP ",9323,307,0.0329293145983053
"1799","WHATCOM ","WA ",4,2,"HMO ",26614,3774,0.141805065003382
"1800","WHITMAN ","WA ",1,1,"PFFS ",4384,40,0.00912408759124088
"1801","YAKIMA ","WA ",5,1,"HMO ",30873,474,0.0153532212612963
"1802","BARRON ","WI ",4,3,"PFFS ",8988,757,0.0842234089897641
"1803","BAYFIELD ","WI ",3,3,"PFFS ",2882,189,0.0655794587092297
"1804","BURNETT ","WI ",4,4,"PFFS ",3653,292,0.07993430057487
"1805","CALUMET ","WI ",5,5,"PFFS ",4077,1100,0.269806230071131
"1806","DANE ","WI ",6,4,"PFFS ",52173,7064,0.135395702758132
"1807","DOOR ","WI ",2,2,"PFFS ",6361,404,0.0635120264109417
