countyname,state,countyssa,eligibles,numberofplans1,numberofplans2,totalenrollees,totalpenetration
SCREVEN,GA,11850,2585,0,0,0,0
SEMINOLE,GA,11851,1915,1,1,24,1.2532637075718016
SPALDING,GA,11860,9754,3,1,131,1.3430387533319663
STEPHENS,GA,11861,5900,1,0,20,0.3389830508474576
STEWART,GA,11862,979,1,1,29,2.96220633299285
SUMTER,GA,11870,4820,1,1,110,2.2821576763485476
TALBOT,GA,11880,1158,1,1,64,5.526770293609672
TALIAFERRO,GA,11881,407,0,0,0,0
TATTNALL,GA,11882,3546,0,0,0,0
TAYLOR,GA,11883,1684,1,1,39,2.315914489311164
TELFAIR,GA,11884,2408,0,0,0,0
TERRELL,GA,11885,1793,1,1,63,3.513664249860569
THOMAS,GA,11890,8834,1,1,193,2.1847407742811864
TIFT,GA,11900,6253,1,0,19,0.30385415000799615
TOOMBS,GA,11901,4845,1,0,15,0.30959752321981426
TOWNS,GA,11902,3047,0,0,0,0
TREUTLEN,GA,11903,1119,0,0,0,0
TROUP,GA,11910,10003,2,1,325,3.2490252924122762
TURNER,GA,11911,1699,0,0,0,0
TWIGGS,GA,11912,1571,1,1,19,1.20942075111394
UNION,GA,11913,5098,2,0,43,0.8434680266771283
UPSON,GA,11920,4724,2,2,306,6.477561388653683
WALKER,GA,11921,12623,1,0,41,0.32480392933534025
WALTON,GA,11930,10554,4,1,124,1.1749099867348873
WARE,GA,11940,7524,1,0,36,0.4784688995215311
WARREN,GA,11941,1096,0,0,0,0
WASHINGTON,GA,11950,3373,1,1,113,3.350133412392529
WAYNE,GA,11960,4431,1,0,17,0.38366057323403296
WEBSTER,GA,11961,314,1,1,13,4.140127388535032
WHEELER,GA,11962,946,0,0,0,0
WHITE,GA,11963,4318,2,0,35,0.8105604446503011
WHITFIELD,GA,11970,12731,2,0,38,0.2984840153954913
WILCOX,GA,11971,1525,0,0,0,0
WILKES,GA,11972,2374,0,0,0,0
WILKINSON,GA,11973,2006,0,0,0,0
WORTH,GA,11980,2884,1,1,21,0.7281553398058253
HAWAII,HI,12010,25421,4,2,7132,28.055544628456786
HONOLULU,HI,12020,136871,8,3,44256,32.334095608273486
KAUAI,HI,12040,9496,2,2,2823,29.728306655433865
MAUI,HI,12050,17437,4,2,6973,39.989677123358376
ADAIR,IA,16000,1589,1,1,29,1.8250471994965387
ADAMS,IA,16010,989,0,0,0,0
ALLAMAKEE,IA,16020,2940,2,1,45,1.530612244897959
APPANOOSE,IA,16030,3134,2,2,65,2.0740268028079134
AUDUBON,IA,16040,1501,1,1,14,0.9327115256495669
BENTON,IA,16050,4153,4,4,265,6.38092944859138
BLACK HAWK,IA,16060,21051,5,2,4223,20.060804712365208
BOONE,IA,16070,4530,2,2,164,3.6203090507726268
BREMER,IA,16080,4481,2,2,472,10.533363088596296
BUCHANAN,IA,16090,3636,3,2,451,12.403740374037405
BUENA VISTA,IA,16100,3567,0,0,0,0
BUTLER,IA,16110,3349,2,2,191,5.703194983577188
CALHOUN,IA,16120,2522,0,0,0,0
CARROLL,IA,16130,4577,2,1,69,1.5075376884422111
CASS,IA,16140,3453,0,0,0,0
CEDAR,IA,16150,2961,4,4,177,5.977710233029382
CERRO GORDO,IA,16160,9337,0,0,0,0
CHEROKEE,IA,16170,2821,2,2,119,4.218362282878412
CHICKASAW,IA,16180,2570,1,1,62,2.412451361867704
CLARKE,IA,16190,1606,1,1,18,1.1207970112079702
CLAY,IA,16200,3448,0,0,0,0
CLAYTON,IA,16210,3869,4,2,442,11.424140604807445
CLINTON,IA,16220,9428,2,2,155,1.6440390326686465
CRAWFORD,IA,16230,3138,2,2,73,2.3263224984066286
DALLAS,IA,16240,5556,3,2,218,3.923686105111591
DAVIS,IA,16250,1534,1,1,80,5.215123859191656
DECATUR,IA,16260,1776,1,1,12,0.6756756756756757
DELAWARE,IA,16270,2943,4,4,235,7.985049269452939
DES MOINES,IA,16280,7989,1,1,146,1.8275128301414445
DICKINSON,IA,16290,3943,0,0,0,0
DUBUQUE,IA,16300,16055,4,2,5355,33.354095297415135
EMMET,IA,16310,2243,0,0,0,0
FAYETTE,IA,16320,4386,3,2,210,4.7879616963064295
FLOYD,IA,16330,3670,1,0,14,0.3814713896457766
FRANKLIN,IA,16340,2016,0,0,0,0
FREMONT,IA,16350,1635,0,0,0,0
GREENE,IA,16360,2253,3,3,89,3.9502885042166
GRUNDY,IA,16370,2413,4,4,220,9.117281392457521
GUTHRIE,IA,16380,2495,4,4,126,5.050100200400801
HAMILTON,IA,16390,3096,1,1,30,0.9689922480620154
HANCOCK,IA,16400,2288,0,0,0,0
HARDIN,IA,16410,4250,2,1,42,0.9882352941176471
HARRISON,IA,16420,3061,1,0,14,0.4573668735707285
HENRY,IA,16430,3537,2,2,169,4.778060503251343
HOWARD,IA,16440,1991,0,0,0,0
HUMBOLDT,IA,16450,2182,0,0,0,0
IDA,IA,16460,1644,1,1,31,1.8856447688564477
IOWA,IA,16470,2957,3,3,99,3.3479878254988162
JACKSON,IA,16480,3990,3,3,506,12.68170426065163
JASPER,IA,16490,6538,3,2,121,1.8507188742734781
JEFFERSON,IA,16500,2484,2,2,44,1.7713365539452497
JOHNSON,IA,16510,11112,4,3,345,3.1047516198704104
JONES,IA,16520,3519,4,3,207,5.882352941176471
KEOKUK,IA,16530,2531,3,3,97,3.832477281706835
KOSSUTH,IA,16540,3649,1,0,14,0.3836667580158948
LEE,IA,16550,6931,2,2,219,3.159717212523445
LINN,IA,16560,29812,4,2,2273,7.624446531598014
LOUISA,IA,16570,1939,2,2,72,3.7132542547705003
LUCAS,IA,16580,1996,1,1,12,0.6012024048096193
LYON,IA,16590,2125,0,0,0,0
MADISON,IA,16600,2385,2,2,69,2.893081761006289
MAHASKA,IA,16610,3991,3,3,146,3.658231019794538
MARION,IA,16620,5827,3,3,215,3.6897202677192382
MARSHALL,IA,16630,7581,4,2,182,2.4007386888273317
MILLS,IA,16640,2480,0,0,0,0
MITCHELL,IA,16650,2546,0,0,0,0
MONONA,IA,16660,2330,0,0,0,0
MONROE,IA,16670,1620,1,1,109,6.728395061728395
MONTGOMERY,IA,16680,2532,0,0,0,0
MUSCATINE,IA,16690,6651,4,3,343,5.157119230190949
OBRIEN,IA,16700,3490,1,1,31,0.8882521489971347
OSCEOLA,IA,16710,1365,0,0,0,0
PAGE,IA,16720,3644,1,1,42,1.1525795828759604
PALO ALTO,IA,16730,2273,0,0,0,0
PLYMOUTH,IA,16740,4273,1,1,329,7.6995085420079565
POCAHONTAS,IA,16750,2043,0,0,0,0
POLK,IA,16760,52388,8,2,2730,5.21111704970604
POTTAWATTAMIE,IA,16770,14973,5,3,2638,17.618379750217056
POWESHIEK,IA,16780,3681,2,1,41,1.1138277641945125
RINGGOLD,IA,16790,1258,0,0,0,0
SAC,IA,16800,2614,0,0,0,0
SCOTT,IA,16810,23797,5,3,1289,5.416649157456822
SHELBY,IA,16820,2758,1,1,55,1.9941986947063088
SIOUX,IA,16830,5224,1,1,36,0.6891271056661562
STORY,IA,16840,9648,3,2,188,1.9485903814262022
TAMA,IA,16850,3634,4,4,248,6.824435883324161
TAYLOR,IA,16860,1610,0,0,0,0
UNION,IA,16870,2827,1,1,22,0.7782101167315175
VAN BUREN,IA,16880,1845,2,2,41,2.2222222222222223
WAPELLO,IA,16890,7498,2,2,913,12.176580421445719
WARREN,IA,16900,5749,5,2,224,3.8963297964863455
WASHINGTON,IA,16910,4257,3,2,117,2.748414376321353
WAYNE,IA,16920,1636,1,1,11,0.6723716381418093
WEBSTER,IA,16930,7825,2,0,58,0.7412140575079872
WINNEBAGO,IA,16940,2507,1,0,12,0.4786597526924611
WINNESHIEK,IA,16950,3621,1,0,13,0.3590168461750898
WOODBURY,IA,16960,16345,3,1,655,4.007341694707862
WORTH,IA,16970,1472,0,0,0,0
WRIGHT,IA,16980,3160,1,0,11,0.34810126582278483
ADA,ID,13000,39898,10,3,8203,20.559927815930624
ADAMS,ID,13010,835,1,1,11,1.3173652694610778
BANNOCK,ID,13020,10139,5,2,949,9.359897425781636
BEAR LAKE,ID,13030,1151,1,1,51,4.430929626411816
BENEWAH,ID,13040,1891,2,2,128,6.768905341089371
BINGHAM,ID,13050,5612,2,1,76,1.35424091233072
BLAINE,ID,13060,2041,0,0,0,0
BOISE,ID,13070,854,1,1,202,23.653395784543324
BONNER,ID,13080,6728,3,3,603,8.962544589774078
BONNEVILLE,ID,13090,11878,2,0,72,0.6061626536453949
BOUNDARY,ID,13100,1902,2,2,169,8.885383806519453
BUTTE,ID,13110,581,0,0,0,0
CANYON,ID,13130,20809,8,4,5347,25.695612475371234
CARIBOU,ID,13140,1197,0,0,0,0
CASSIA,ID,13150,3116,1,1,23,0.7381258023106547
CLEARWATER,ID,13170,1944,2,2,140,7.20164609053498
CUSTER,ID,13180,785,0,0,0,0
ELMORE,ID,13190,2693,3,3,106,3.9361307092461937
FRANKLIN,ID,13200,1597,0,0,0,0
FREMONT,ID,13210,1830,0,0,0,0
GEM,ID,13220,3058,3,3,616,20.14388489208633
GOODING,ID,13230,2376,1,1,21,0.8838383838383839
IDAHO,ID,13240,3065,2,2,272,8.874388254486133
JEFFERSON,ID,13250,2552,0,0,0,0
JEROME,ID,13260,2616,2,2,63,2.408256880733945
KOOTENAI,ID,13270,20758,7,4,2292,11.041526158589459
LATAH,ID,13280,4086,2,2,226,5.531081742535487
LEMHI,ID,13290,1731,0,0,0,0
LEWIS,ID,13300,1460,2,2,56,3.835616438356164
LINCOLN,ID,13310,570,0,0,0,0
MADISON,ID,13320,2146,0,0,0,0
MINIDOKA,ID,13330,3190,2,1,30,0.9404388714733543
NEZ PERCE,ID,13340,7892,3,3,601,7.615306639635073
ONEIDA,ID,13350,721,0,0,0,0
OWYHEE,ID,13360,1439,2,2,297,20.639332870048644
PAYETTE,ID,13370,3432,4,3,548,15.967365967365968
POWER,ID,13380,942,1,1,21,2.229299363057325
SHOSHONE,ID,13390,3170,2,2,226,7.129337539432177
TETON,ID,13400,617,0,0,0,0
TWIN FALLS,ID,13410,11409,3,1,196,1.717941975633272
VALLEY,ID,13420,1572,2,2,55,3.4987277353689565
WASHINGTON,ID,13430,2149,4,4,344,16.007445323406234
ADAMS,IL,14000,13103,1,0,11,0.08395024040296116
ALEXANDER,IL,14010,2015,1,1,33,1.6377171215880892
BOND,IL,14020,2985,0,0,0,0
BOONE,IL,14030,5885,3,2,453,7.697536108751062
BROWN,IL,14040,946,0,0,0,0
BUREAU,IL,14050,6859,2,1,135,1.9682169412450794
CALHOUN,IL,14060,1101,0,0,0,0
CARROLL,IL,14070,3698,1,1,73,1.9740400216333154
CASS,IL,14080,2535,1,1,13,0.5128205128205128
CHAMPAIGN,IL,14090,21149,5,1,2798,13.229939949879427
CHRISTIAN,IL,14100,6862,2,1,115,1.6758962401632178
CLARK,IL,14110,3337,1,1,243,7.281989811207672
CLAY,IL,14120,2987,2,1,32,1.071309005691329
CLINTON,IL,14130,5273,1,1,62,1.175801251659397
COLES,IL,14140,8119,3,0,81,0.9976598103214681
COOK,IL,14141,687981,25,2,39831,5.789549420696211
CRAWFORD,IL,14150,4030,3,1,76,1.8858560794044665
CUMBERLAND,IL,14160,1893,2,2,92,4.860010565240359
DEKALB,IL,14170,11320,0,0,0,0
DEWITT,IL,14180,3082,3,2,361,11.71317326411421
DOUGLAS,IL,14190,2951,3,3,581,19.688241274144357
DUPAGE,IL,14250,105252,8,1,2238,2.126325390491392
EDGAR,IL,14310,3827,2,2,78,2.0381499869349358
EDWARDS,IL,14320,1312,0,0,0,0
EFFINGHAM,IL,14330,6095,1,0,24,0.3937653814602133
FAYETTE,IL,14340,3864,0,0,0,0
FORD,IL,14350,2698,1,1,201,7.449962935507783
FRANKLIN,IL,14360,9032,2,1,770,8.525243578387954
FULTON,IL,14370,7622,2,2,247,3.240619260036736
GALLATIN,IL,14380,1435,1,1,21,1.4634146341463414
GREENE,IL,14390,3061,2,1,74,2.4175106174452794
GRUNDY,IL,14400,5979,0,0,0,0
HAMILTON,IL,14410,1859,1,1,38,2.0441097364174285
HANCOCK,IL,14420,4256,3,1,57,1.3392857142857142
HARDIN,IL,14421,946,0,0,0,0
HENDERSON,IL,14440,1455,1,1,11,0.7560137457044673
HENRY,IL,14450,9159,4,3,1042,11.376787858936565
IROQUOIS,IL,14460,6397,2,1,156,2.4386431139596687
JACKSON,IL,14470,8212,2,2,116,1.412566975158305
JASPER,IL,14480,1832,1,1,31,1.6921397379912664
JEFFERSON,IL,14490,7083,2,2,91,1.2847663419455033
JERSEY,IL,14500,3273,1,0,16,0.488848151542927
JO DAVIESS,IL,14510,4791,3,3,1159,24.191191817992067
JOHNSON,IL,14520,2476,1,1,23,0.9289176090468497
KANE,IL,14530,48630,4,1,2273,4.674069504421139
KANKAKEE,IL,14540,17853,2,0,70,0.3920909651039041
KENDALL,IL,14550,5723,2,1,708,12.371134020618557
KNOX,IL,14560,10960,6,2,1034,9.434306569343066
LA SALLE,IL,14580,20749,3,0,112,0.539785049881922
LAKE,IL,14570,71556,6,0,262,0.3661467941192912
LAWRENCE,IL,14590,3264,0,0,0,0
LEE,IL,14600,6628,1,1,39,0.5884127942063971
LIVINGSTON,IL,14610,6396,3,3,452,7.066916823014384
LOGAN,IL,14620,5202,1,1,30,0.5767012687427913
MACON,IL,14660,20974,3,1,550,2.62229426909507
MACOUPIN,IL,14670,9831,3,0,48,0.4882514494964907
MADISON,IL,14680,44768,10,4,7809,17.443263045032165
MARION,IL,14690,9301,1,1,206,2.2148156112245996
MARSHALL,IL,14700,2393,3,3,164,6.853322189720017
MASON,IL,14710,3425,1,0,12,0.35036496350364965
MASSAC,IL,14720,3155,0,0,0,0
MCDONOUGH,IL,14630,5019,2,1,52,1.0360629607491532
MCHENRY,IL,14640,33418,2,0,64,0.1915135555688551
MCLEAN,IL,14650,18545,6,3,2054,11.07576166082502
MENARD,IL,14730,1988,0,0,0,0
MERCER,IL,14740,2980,3,2,276,9.261744966442953
MONROE,IL,14750,4474,7,4,614,13.723737147966025
MONTGOMERY,IL,14760,6138,1,0,14,0.22808732486151842
MORGAN,IL,14770,6856,0,0,0,0
MOULTRIE,IL,14780,3158,3,2,75,2.374920835972134
OGLE,IL,14790,8208,2,2,303,3.6915204678362574
PEORIA,IL,14800,30533,7,3,3173,10.392034847542003
PERRY,IL,14810,4199,2,2,159,3.7866158609192664
PIATT,IL,14820,3209,3,1,428,13.337488314116547
PIKE,IL,14830,3708,1,0,14,0.3775620280474649
POPE,IL,14831,863,0,0,0,0
PULASKI,IL,14850,1345,1,1,54,4.014869888475836
PUTNAM,IL,14860,1160,1,1,18,1.5517241379310345
RANDOLPH,IL,14870,5994,3,2,223,3.720387053720387
RICHLAND,IL,14880,3506,1,1,48,1.3690815744438105
ROCK ISLAND,IL,14890,26815,3,2,4206,15.685250792466903
SAINT CLAIR,IL,14900,39650,11,4,6373,16.07313997477932
SALINE,IL,14910,5927,2,1,58,0.97857263371014
SANGAMON,IL,14920,31296,5,0,181,0.5783486707566462
SCHUYLER,IL,14921,1392,0,0,0,0
SCOTT,IL,14940,981,0,0,0,0
SHELBY,IL,14950,4440,1,0,11,0.24774774774774774
STARK,IL,14960,1318,1,1,39,2.959028831562974
STEPHENSON,IL,14970,9908,4,1,758,7.650383528461849
TAZEWELL,IL,14980,23165,5,3,2100,9.06540038851716
UNION,IL,14981,3723,2,1,44,1.18184260005372
VERMILION,IL,14982,16361,5,1,2448,14.962410610598374
WABASH,IL,14983,2360,1,1,13,0.5508474576271186
WARREN,IL,14984,3379,3,1,65,1.9236460491269607
WASHINGTON,IL,14985,2629,2,1,51,1.9399011030810194
WAYNE,IL,14986,3506,1,0,12,0.34227039361095263
WHITE,IL,14987,3782,2,2,116,3.067160232681121
WHITESIDE,IL,14988,12030,2,2,238,1.9783873649210308
WILL,IL,14989,58093,11,0,537,0.9243798736508702
WILLIAMSON,IL,14990,11851,2,1,472,3.982786262762636
WINNEBAGO,IL,14991,45151,4,2,3483,7.714114859028593
WOODFORD,IL,14992,5171,4,3,353,6.82653258557339
ADAMS,IN,15000,4777,3,2,133,2.784174167887796
ALLEN,IN,15010,46499,9,2,2494,5.363556205509796
BARTHOLOMEW,IN,15020,11831,0,0,0,0
BENTON,IN,15030,1711,1,1,137,8.007013442431326
BLACKFORD,IN,15040,2625,0,0,0,0
BOONE,IN,15050,6246,2,1,194,3.105987832212616
BROWN,IN,15060,1491,1,1,17,1.1401743796109993
CARROLL,IN,15070,2763,1,1,405,14.657980456026058
CASS,IN,15080,6864,1,0,21,0.30594405594405594
CLARK,IN,15090,16870,4,0,137,0.8120924718435092
CLAY,IN,15100,5192,1,1,49,0.9437596302003082
CLINTON,IN,15110,5391,1,1,495,9.181969949916528
CRAWFORD,IN,15120,2109,0,0,0,0
DAVIESS,IN,15130,4693,1,0,11,0.2343916471340294
DE KALB,IN,15160,6008,3,1,138,2.29693741677763
DEARBORN,IN,15140,7052,1,0,12,0.17016449234259784
DECATUR,IN,15150,4273,1,0,17,0.3978469459396209
DELAWARE,IN,15170,19681,0,0,0,0
DUBOIS,IN,15180,6354,2,0,28,0.4406672961913755
ELKHART,IN,15190,24965,4,1,663,2.6557180052072904
FAYETTE,IN,15200,4974,0,0,0,0
FLOYD,IN,15210,11250,1,0,55,0.4888888888888889
FOUNTAIN,IN,15220,3798,1,1,111,2.9225908372827805
FRANKLIN,IN,15230,3122,1,1,23,0.7367072389493914
FULTON,IN,15240,3635,2,1,127,3.4938101788170566
GIBSON,IN,15250,5823,3,2,493,8.466426240769362
GRANT,IN,15260,13684,1,0,21,0.15346389944460684
GREENE,IN,15270,5951,1,1,42,0.7057637371870273
HAMILTON,IN,15280,18887,5,2,626,3.3144490919680205
HANCOCK,IN,15290,8504,1,1,221,2.5987770460959547
HARRISON,IN,15300,5742,0,0,0,0
HENDRICKS,IN,15310,13601,3,1,754,5.543710021321962
HENRY,IN,15320,9243,0,0,0,0
HOWARD,IN,15330,15086,0,0,0,0
HUNTINGTON,IN,15340,6764,2,2,370,5.470136014192786
JACKSON,IN,15350,7292,0,0,0,0
JASPER,IN,15360,5073,1,1,408,8.042578356002366
JAY,IN,15370,4118,0,0,0,0
JEFFERSON,IN,15380,5689,0,0,0,0
JENNINGS,IN,15390,4178,0,0,0,0
JOHNSON,IN,15400,17422,3,2,590,3.38652278728045
KNOX,IN,15410,7470,1,1,51,0.6827309236947792
KOSCIUSKO,IN,15420,10876,2,1,400,3.6778227289444647
LA PORTE,IN,15450,17645,0,0,0,0
LAGRANGE,IN,15430,4085,1,1,85,2.08078335373317
LAKE,IN,15440,76226,5,0,152,0.19940702647390654
LAWRENCE,IN,15460,8407,0,0,0,0
MADISON,IN,15470,24323,1,0,21,0.08633803395962669
MARION,IN,15480,118019,6,2,6192,5.246612833526805
MARSHALL,IN,15490,7080,2,1,96,1.3559322033898304
MARTIN,IN,15500,2001,0,0,0,0
MIAMI,IN,15510,5818,2,2,146,2.509453420419388
MONROE,IN,15520,14591,0,0,0,0
MONTGOMERY,IN,15530,6571,1,1,84,1.2783442398417288
MORGAN,IN,15540,9437,4,1,323,3.4226978912790083
NEWTON,IN,15550,2029,1,1,147,7.2449482503696405
NOBLE,IN,15560,6241,2,1,217,3.477006889921487
OHIO,IN,15570,871,0,0,0,0
ORANGE,IN,15580,3559,0,0,0,0
OWEN,IN,15590,3244,0,0,0,0
PARKE,IN,15600,2972,0,0,0,0
PERRY,IN,15610,3318,1,1,63,1.8987341772151898
PIKE,IN,15620,2416,2,2,235,9.72682119205298
PORTER,IN,15630,20359,0,0,0,0
POSEY,IN,15640,3870,2,1,263,6.795865633074936
PULASKI,IN,15650,2550,1,1,17,0.6666666666666666
PUTNAM,IN,15660,5266,1,0,15,0.284846183061147
RANDOLPH,IN,15670,5085,0,0,0,0
RIPLEY,IN,15680,5021,0,0,0,0
RUSH,IN,15690,2977,0,0,0,0
SCOTT,IN,15710,4296,0,0,0,0
SHELBY,IN,15720,6309,2,1,90,1.4265335235378032
SPENCER,IN,15730,3426,1,1,158,4.611792177466433
ST JOSEPH,IN,15700,41523,5,3,922,2.2204561327457073
STARKE,IN,15740,4183,0,0,0,0
STEUBEN,IN,15750,5431,1,0,16,0.2946050451113975
SULLIVAN,IN,15760,3725,1,1,38,1.0201342281879195
SWITZERLAND,IN,15770,1425,0,0,0,0
TIPPECANOE,IN,15780,17253,2,1,2338,13.551266446415116
VANDERBURGH,IN,15810,31415,4,1,2964,9.434983288238103
VERMILLION,IN,15820,2984,1,1,41,1.373994638069705
VIGO,IN,15830,17669,1,0,50,0.28298149301035713
WABASH,IN,15840,6590,1,1,329,4.992412746585736
WARREN,IN,15850,1088,1,1,88,8.088235294117647
WARRICK,IN,15860,7649,4,2,554,7.242776833573016
WASHINGTON,IN,15870,4225,2,1,52,1.2307692307692308
WAYNE,IN,15880,13832,0,0,0,0
WELLS,IN,15890,4170,2,2,309,7.410071942446043
WHITE,IN,15900,5116,1,1,321,6.2744331508991396
WHITLEY,IN,15910,5144,2,2,329,6.395800933125972
ALLEN,KS,17000,2789,0,0,0,0
ANDERSON,KS,17010,1743,0,0,0,0
ATCHISON,KS,17020,2963,0,0,0,0
BARBER,KS,17030,1186,0,0,0,0
BARTON,KS,17040,5416,1,0,20,0.36927621861152143
BOURBON,KS,17050,2993,0,0,0,0
BROWN,KS,17060,2205,0,0,0,0
BUTLER,KS,17070,8655,1,0,31,0.3581744656268053
CHASE,KS,17080,561,1,1,11,1.9607843137254901
CHAUTAUQUA,KS,17090,995,0,0,0,0
CHEROKEE,KS,17100,3958,1,0,11,0.27791814047498736
CHEYENNE,KS,17110,770,0,0,0,0
CLARK,KS,17120,528,0,0,0,0
CLAY,KS,17130,1895,0,0,0,0
CLOUD,KS,17140,2421,0,0,0,0
COFFEY,KS,17150,1568,0,0,0,0
COMANCHE,KS,17160,485,0,0,0,0
COWLEY,KS,17170,6171,2,2,133,2.155242262194134
CRAWFORD,KS,17180,6826,1,1,89,1.3038382654556109
DICKINSON,KS,17200,3926,1,1,22,0.5603667855323484
DOUGLAS,KS,17220,10788,2,0,44,0.4078605858361142
EDWARDS,KS,17230,685,0,0,0,0
ELK,KS,17240,793,0,0,0,0
ELLIS,KS,17250,4433,0,0,0,0
ELLSWORTH,KS,17260,1276,0,0,0,0
FINNEY,KS,17270,3841,0,0,0,0
FORD,KS,17280,3748,1,1,30,0.80042689434365
FRANKLIN,KS,17290,4107,1,0,18,0.4382761139517896
GEARY,KS,17300,3123,0,0,0,0
GOVE,KS,17310,746,0,0,0,0
GRAHAM,KS,17320,735,0,0,0,0
GRANT,KS,17330,899,0,0,0,0
GRAY,KS,17340,833,0,0,0,0
GREENWOOD,KS,17360,1826,0,0,0,0
HAMILTON,KS,17370,471,0,0,0,0
HARPER,KS,17380,1414,0,0,0,0
HARVEY,KS,17390,6379,2,1,222,3.480169305533783
HODGEMAN,KS,17410,389,0,0,0,0
JACKSON,KS,17420,2156,1,1,17,0.7884972170686456
JEFFERSON,KS,17430,3116,1,1,27,0.8664955070603337
JEWELL,KS,17440,928,0,0,0,0
JOHNSON,KS,17450,56867,7,3,8203,14.424886137830375
KINGMAN,KS,17470,1665,0,0,0,0
LABETTE,KS,17490,4435,0,0,0,0
LANE,KS,17500,447,0,0,0,0
LEAVENWORTH,KS,17510,7970,4,0,68,0.8531994981179423
LINCOLN,KS,17520,766,0,0,0,0
LINN,KS,17530,2011,0,0,0,0
LOGAN,KS,17540,672,0,0,0,0
LYON,KS,17550,5057,1,1,146,2.887087205853273
MARION,KS,17570,2789,1,1,15,0.5378271782000718
MARSHALL,KS,17580,2448,1,1,74,3.022875816993464
MCPHERSON,KS,17560,5564,0,0,0,0
MIAMI,KS,17600,3802,4,2,89,2.3408732246186217
MITCHELL,KS,17610,1487,0,0,0,0
MONTGOMERY,KS,17620,7693,2,0,28,0.36396724294813465
MORRIS,KS,17630,1335,0,0,0,0
NEMAHA,KS,17650,2201,0,0,0,0
NEOSHO,KS,17660,3372,1,1,42,1.2455516014234875
NESS,KS,17670,884,0,0,0,0
NORTON,KS,17680,1172,0,0,0,0
OSAGE,KS,17690,2981,1,1,77,2.5830258302583027
OSBORNE,KS,17700,1075,0,0,0,0
OTTAWA,KS,17710,1101,0,0,0,0
PAWNEE,KS,17720,1207,0,0,0,0
POTTAWATOMIE,KS,17740,2663,0,0,0,0
PRATT,KS,17750,1855,0,0,0,0
RAWLINS,KS,17760,738,0,0,0,0
RENO,KS,17770,12059,1,0,52,0.4312132017580231
REPUBLIC,KS,17780,1427,0,0,0,0
RICE,KS,17790,2087,0,0,0,0
RILEY,KS,17800,5753,0,0,0,0
RUSH,KS,17820,919,0,0,0,0
RUSSELL,KS,17830,1838,0,0,0,0
SALINE,KS,17840,9102,2,2,124,1.3623379477038013
SCOTT,KS,17841,425,0,0,0,0
SEDGWICK,KS,17860,63315,6,1,1649,2.6044381268261865
SHAWNEE,KS,17880,29554,2,1,894,3.0249712390877717
SHERMAN,KS,17900,1304,0,0,0,0
STAFFORD,KS,17920,1101,0,0,0,0
STEVENS,KS,17940,790,0,0,0,0
SUMNER,KS,17950,4526,1,1,86,1.9001325673884224
THOMAS,KS,17960,1286,0,0,0,0
TREGO,KS,17970,744,0,0,0,0
WABAUNSEE,KS,17980,1190,1,1,15,1.2605042016806722
WALLACE,KS,17981,337,1,1,12,3.5608308605341246
WASHINGTON,KS,17982,1585,0,0,0,0
WICHITA,KS,17983,404,0,0,0,0
WILSON,KS,17984,2125,0,0,0,0
WOODSON,KS,17985,924,0,0,0,0
WYANDOTTE,KS,17986,21595,4,3,3406,15.772169483676777
ADAIR,KY,18000,3345,0,0,0,0
ALLEN,KY,18010,3262,0,0,0,0
ANDERSON,KY,18020,2798,1,1,17,0.6075768406004288
BALLARD,KY,18030,2092,0,0,0,0
BARREN,KY,18040,7409,0,0,0,0
BATH,KY,18050,2178,0,0,0,0
BELL,KY,18060,6633,1,1,160,2.4121815166591287
BOONE,KY,18070,11806,6,3,1229,10.409961036760969
BOURBON,KY,18080,3318,0,0,0,0
BOYD,KY,18090,10724,2,1,157,1.464005967922417
BOYLE,KY,18100,5369,0,0,0,0
BRACKEN,KY,18110,1592,0,0,0,0
BREATHITT,KY,18120,3065,0,0,0,0
BRECKINRIDGE,KY,18130,3479,0,0,0,0
BULLITT,KY,18140,7089,3,3,279,3.9356749894202285
BUTLER,KY,18150,2179,0,0,0,0
CALDWELL,KY,18160,2846,2,2,44,1.5460295151089247
CALLOWAY,KY,18170,6249,0,0,0,0
CAMPBELL,KY,18180,13228,5,2,2072,15.663743574236468
CARLISLE,KY,18190,1169,0,0,0,0
CARROLL,KY,18191,1791,0,0,0,0
CARTER,KY,18210,4942,1,0,16,0.3237555645487657
CASEY,KY,18220,2828,0,0,0,0
CHRISTIAN,KY,18230,8905,1,0,29,0.3256597417181359
CLARK,KY,18240,5768,3,1,90,1.5603328710124826
CLAY,KY,18250,4262,0,0,0,0
CLINTON,KY,18260,2299,0,0,0,0
CRITTENDEN,KY,18270,1894,0,0,0,0
CUMBERLAND,KY,18271,1636,0,0,0,0
DAVIESS,KY,18290,17061,2,0,38,0.22273020338784363
EDMONSON,KY,18291,1840,0,0,0,0
ELLIOTT,KY,18310,1259,0,0,0,0
ESTILL,KY,18320,3358,0,0,0,0
FAYETTE,KY,18330,34337,4,1,568,1.6541922707283687
FLEMING,KY,18340,2694,0,0,0,0
FLOYD,KY,18350,9217,2,1,972,10.545730714983183
FRANKLIN,KY,18360,9653,1,0,14,0.145032632342277
FULTON,KY,18361,1844,1,1,35,1.8980477223427332
GALLATIN,KY,18362,1081,0,0,0,0
GARRARD,KY,18390,2742,0,0,0,0
GRANT,KY,18400,3651,0,0,0,0
